"";"cluster";"source";"target";"size"
"1015";4;"01-GROCERY FOOD";"22-GENERAL MERCHANDISE";3
"1016";4;"01-GROCERY FOOD";"07-ICE";3
"1017";4;"01-GROCERY FOOD";"32-FOODSERVICE PREPARED ON-SITE";3
"1018";4;"05-CHILLED PERISHABLES";"22-GENERAL MERCHANDISE";3
"1019";4;"43-MEAL REPLACEMENTS";"56-LOCAL ITEMS";3
"1020";1;"01-GROCERY FOOD";"99-SYSTEM";3
"1021";1;"02-CONFECTIONERY";"51-AUSTRALIA POST";3
"1022";1;"22-GENERAL MERCHANDISE";"43-MEAL REPLACEMENTS";3
"1023";1;"01-GROCERY FOOD";"32-FOODSERVICE PREPARED ON-SITE";3
"1024";1;"10-MILK";"51-AUSTRALIA POST";3
"1025";1;"14-HEALTH AND BEAUTY";"99-SYSTEM";3
"1026";1;"14-HEALTH AND BEAUTY";"26-COMMUNICATION";3
"1027";1;"09-BAKERY";"51-AUSTRALIA POST";3
"1028";1;"07-ICE";"08-BREAD";3
"1029";1;"22-GENERAL MERCHANDISE";"99-SYSTEM";3
"1030";1;"03-SNACKS";"19-AUTOMOTIVE SERVICES";3
"1031";1;"11-ICE CREAM";"19-AUTOMOTIVE SERVICES";3
"1032";1;"06-FROZEN FOODS";"08-BREAD";3
"1033";4;"06-FROZEN FOODS";"10-MILK";3
"1034";4;"32-FOODSERVICE PREPARED ON-SITE";"99-SYSTEM";3
"1035";4;"11-ICE CREAM";"19-AUTOMOTIVE SERVICES";3
"1036";4;"06-FROZEN FOODS";"11-ICE CREAM";3
"1037";4;"19-AUTOMOTIVE SERVICES";"21-PUBLICATIONS";3
"1038";4;"18-AUTOMOTIVE";"19-AUTOMOTIVE SERVICES";3
"1039";4;"26-COMMUNICATION";"32-FOODSERVICE PREPARED ON-SITE";3
"1040";4;"08-BREAD";"13-GROCERY NON FOOD";3
"1041";4;"08-BREAD";"14-HEALTH AND BEAUTY";3
"1042";4;"14-HEALTH AND BEAUTY";"22-GENERAL MERCHANDISE";3
"1043";4;"14-HEALTH AND BEAUTY";"99-SYSTEM";3
"1044";3;"09-BAKERY";"51-AUSTRALIA POST";3
"1045";3;"06-FROZEN FOODS";"56-LOCAL ITEMS";3
"1046";3;"06-FROZEN FOODS";"12-CIGARETTES/TOBACCO";3
"1047";3;"13-GROCERY NON FOOD";"32-FOODSERVICE PREPARED ON-SITE";3
"1048";3;"05-CHILLED PERISHABLES";"06-FROZEN FOODS";3
"1049";3;"05-CHILLED PERISHABLES";"44-TAKE AWAY FOOD PREPARED";3
"1050";3;"22-GENERAL MERCHANDISE";"43-MEAL REPLACEMENTS";3
"1051";3;"07-ICE";"26-COMMUNICATION";3
"1052";3;"11-ICE CREAM";"99-SYSTEM";3
"1053";3;"44-TAKE AWAY FOOD PREPARED";"56-LOCAL ITEMS";3
"1054";3;"13-GROCERY NON FOOD";"22-GENERAL MERCHANDISE";3
"1055";2;"06-FROZEN FOODS";"08-BREAD";2
"1056";2;"04-BEVERAGES";"29-HOT BEVERAGE";2
"1057";2;"04-BEVERAGES";"51-AUSTRALIA POST";2
"1058";2;"20-GAS";"99-SYSTEM";2
"1059";2;"19-AUTOMOTIVE SERVICES";"99-SYSTEM";2
"1060";2;"01-GROCERY FOOD";"44-TAKE AWAY FOOD PREPARED";2
"1061";2;"08-BREAD";"22-GENERAL MERCHANDISE";2
"1062";2;"20-GAS";"32-FOODSERVICE PREPARED ON-SITE";2
"1063";2;"01-GROCERY FOOD";"18-AUTOMOTIVE";2
"1064";2;"10-MILK";"19-AUTOMOTIVE SERVICES";2
"1065";2;"04-BEVERAGES";"20-GAS";2
"1066";2;"11-ICE CREAM";"20-GAS";2
"1067";2;"01-GROCERY FOOD";"22-GENERAL MERCHANDISE";2
"1068";2;"09-BAKERY";"20-GAS";2
"1069";2;"18-AUTOMOTIVE";"44-TAKE AWAY FOOD PREPARED";2
"1070";2;"02-CONFECTIONERY";"20-GAS";2
"1071";2;"43-MEAL REPLACEMENTS";"44-TAKE AWAY FOOD PREPARED";2
"1072";2;"19-AUTOMOTIVE SERVICES";"56-LOCAL ITEMS";2
"1073";2;"09-BAKERY";"29-HOT BEVERAGE";2
"1074";2;"13-GROCERY NON FOOD";"43-MEAL REPLACEMENTS";2
"1075";2;"06-FROZEN FOODS";"14-HEALTH AND BEAUTY";2
"1076";2;"01-GROCERY FOOD";"06-FROZEN FOODS";2
"1077";2;"22-GENERAL MERCHANDISE";"26-COMMUNICATION";2
"1078";2;"02-CONFECTIONERY";"31-SERVICES";2
"1079";2;"06-FROZEN FOODS";"13-GROCERY NON FOOD";2
"1080";2;"13-GROCERY NON FOOD";"56-LOCAL ITEMS";2
"1081";2;"26-COMMUNICATION";"44-TAKE AWAY FOOD PREPARED";2
"1082";2;"11-ICE CREAM";"31-SERVICES";2
"1083";2;"13-GROCERY NON FOOD";"22-GENERAL MERCHANDISE";2
"1084";4;"03-SNACKS";"44-TAKE AWAY FOOD PREPARED";2
"1085";4;"13-GROCERY NON FOOD";"56-LOCAL ITEMS";2
"1086";4;"14-HEALTH AND BEAUTY";"32-FOODSERVICE PREPARED ON-SITE";2
"1087";4;"01-GROCERY FOOD";"99-SYSTEM";2
"1088";4;"10-MILK";"19-AUTOMOTIVE SERVICES";2
"1089";4;"01-GROCERY FOOD";"26-COMMUNICATION";2
"1090";4;"08-BREAD";"43-MEAL REPLACEMENTS";2
"1091";4;"07-ICE";"22-GENERAL MERCHANDISE";2
"1092";4;"22-GENERAL MERCHANDISE";"43-MEAL REPLACEMENTS";2
"1093";4;"05-CHILLED PERISHABLES";"44-TAKE AWAY FOOD PREPARED";2
"1094";4;"21-PUBLICATIONS";"22-GENERAL MERCHANDISE";2
"1095";4;"03-SNACKS";"31-SERVICES";2
"1096";4;"32-FOODSERVICE PREPARED ON-SITE";"36-BEVERAGES BLITZ";2
"1097";4;"07-ICE";"13-GROCERY NON FOOD";2
"1098";4;"07-ICE";"14-HEALTH AND BEAUTY";2
"1099";4;"07-ICE";"44-TAKE AWAY FOOD PREPARED";2
"1100";4;"22-GENERAL MERCHANDISE";"26-COMMUNICATION";2
"1101";4;"56-LOCAL ITEMS";"99-SYSTEM";2
"1102";4;"04-BEVERAGES";"31-SERVICES";2
"1103";4;"06-FROZEN FOODS";"09-BAKERY";2
"1104";1;"22-GENERAL MERCHANDISE";"32-FOODSERVICE PREPARED ON-SITE";2
"1105";1;"21-PUBLICATIONS";"51-AUSTRALIA POST";2
"1106";1;"08-BREAD";"99-SYSTEM";2
"1107";1;"31-SERVICES";"99-SYSTEM";2
"1108";1;"12-CIGARETTES/TOBACCO";"20-GAS";2
"1109";1;"06-FROZEN FOODS";"56-LOCAL ITEMS";2
"1110";1;"11-ICE CREAM";"51-AUSTRALIA POST";2
"1111";1;"07-ICE";"14-HEALTH AND BEAUTY";2
"1112";1;"07-ICE";"13-GROCERY NON FOOD";2
"1113";1;"26-COMMUNICATION";"32-FOODSERVICE PREPARED ON-SITE";2
"1114";1;"04-BEVERAGES";"51-AUSTRALIA POST";2
"1115";1;"07-ICE";"99-SYSTEM";2
"1116";5;"07-ICE";"99-SYSTEM";2
"1117";5;"18-AUTOMOTIVE";"26-COMMUNICATION";2
"1118";5;"18-AUTOMOTIVE";"44-TAKE AWAY FOOD PREPARED";2
"1119";5;"07-ICE";"56-LOCAL ITEMS";2
"1120";5;"22-GENERAL MERCHANDISE";"99-SYSTEM";2
"1121";5;"43-MEAL REPLACEMENTS";"99-SYSTEM";2
"1122";5;"10-MILK";"20-GAS";2
"1123";5;"18-AUTOMOTIVE";"20-GAS";2
"1124";5;"11-ICE CREAM";"22-GENERAL MERCHANDISE";2
"1125";5;"26-COMMUNICATION";"99-SYSTEM";2
"1126";5;"07-ICE";"43-MEAL REPLACEMENTS";2
"1127";5;"08-BREAD";"26-COMMUNICATION";2
"1128";1;"01-GROCERY FOOD";"07-ICE";2
"1129";1;"10-MILK";"31-SERVICES";2
"1130";1;"07-ICE";"20-GAS";2
"1131";1;"08-BREAD";"22-GENERAL MERCHANDISE";2
"1132";1;"09-BAKERY";"19-AUTOMOTIVE SERVICES";2
"1133";1;"11-ICE CREAM";"32-FOODSERVICE PREPARED ON-SITE";2
"1134";5;"05-CHILLED PERISHABLES";"26-COMMUNICATION";2
"1135";5;"43-MEAL REPLACEMENTS";"45-ALTERNATE BUSINESS – TAKEAWAY";2
"1136";5;"08-BREAD";"45-ALTERNATE BUSINESS – TAKEAWAY";2
"1137";5;"07-ICE";"45-ALTERNATE BUSINESS – TAKEAWAY";2
"1138";5;"03-SNACKS";"07-ICE";2
"1139";5;"10-MILK";"19-AUTOMOTIVE SERVICES";2
"1140";5;"22-GENERAL MERCHANDISE";"44-TAKE AWAY FOOD PREPARED";2
"1141";3;"03-SNACKS";"44-TAKE AWAY FOOD PREPARED";2
"1142";3;"01-GROCERY FOOD";"39-LIQUOR";2
"1143";3;"01-GROCERY FOOD";"99-SYSTEM";2
"1144";3;"07-ICE";"43-MEAL REPLACEMENTS";2
"1145";3;"07-ICE";"18-AUTOMOTIVE";2
"1146";3;"03-SNACKS";"20-GAS";2
"1147";3;"04-BEVERAGES";"49-LOTTERY/GAMING";2
"1148";3;"08-BREAD";"22-GENERAL MERCHANDISE";2
"1149";3;"01-GROCERY FOOD";"44-TAKE AWAY FOOD PREPARED";2
"1150";3;"18-AUTOMOTIVE";"32-FOODSERVICE PREPARED ON-SITE";2
"1151";3;"01-GROCERY FOOD";"07-ICE";2
"1152";3;"02-CONFECTIONERY";"39-LIQUOR";2
"1153";3;"21-PUBLICATIONS";"22-GENERAL MERCHANDISE";2
"1154";3;"21-PUBLICATIONS";"39-LIQUOR";2
"1155";3;"56-LOCAL ITEMS";"99-SYSTEM";2
"1156";3;"08-BREAD";"99-SYSTEM";2
"1157";3;"14-HEALTH AND BEAUTY";"99-SYSTEM";2
"1158";3;"12-CIGARETTES/TOBACCO";"19-AUTOMOTIVE SERVICES";2
"1159";3;"07-ICE";"44-TAKE AWAY FOOD PREPARED";2
"1160";3;"07-ICE";"08-BREAD";2
"1161";3;"11-ICE CREAM";"44-TAKE AWAY FOOD PREPARED";2
"1162";3;"32-FOODSERVICE PREPARED ON-SITE";"99-SYSTEM";2
"1163";3;"19-AUTOMOTIVE SERVICES";"99-SYSTEM";2
"1164";3;"06-FROZEN FOODS";"08-BREAD";2
"1165";3;"26-COMMUNICATION";"49-LOTTERY/GAMING";2
"1166";4;"13-GROCERY NON FOOD";"19-AUTOMOTIVE SERVICES";1
"1167";4;"08-BREAD";"99-SYSTEM";1
"1168";4;"05-CHILLED PERISHABLES";"20-GAS";1
"1169";4;"05-CHILLED PERISHABLES";"31-SERVICES";1
"1170";4;"09-BAKERY";"20-GAS";1
"1171";4;"18-AUTOMOTIVE";"32-FOODSERVICE PREPARED ON-SITE";1
"1172";4;"44-TAKE AWAY FOOD PREPARED";"99-SYSTEM";1
"1173";4;"10-MILK";"36-BEVERAGES BLITZ";1
"1174";4;"04-BEVERAGES";"20-GAS";1
"1175";4;"01-GROCERY FOOD";"44-TAKE AWAY FOOD PREPARED";1
"1176";4;"08-BREAD";"22-GENERAL MERCHANDISE";1
"1177";4;"08-BREAD";"32-FOODSERVICE PREPARED ON-SITE";1
"1178";4;"07-ICE";"18-AUTOMOTIVE";1
"1179";4;"07-ICE";"43-MEAL REPLACEMENTS";1
"1180";4;"01-GROCERY FOOD";"18-AUTOMOTIVE";1
"1181";4;"02-CONFECTIONERY";"06-FROZEN FOODS";1
"1182";4;"08-BREAD";"18-AUTOMOTIVE";1
"1183";4;"32-FOODSERVICE PREPARED ON-SITE";"43-MEAL REPLACEMENTS";1
"1184";4;"11-ICE CREAM";"44-TAKE AWAY FOOD PREPARED";1
"1185";4;"22-GENERAL MERCHANDISE";"99-SYSTEM";1
"1186";4;"06-FROZEN FOODS";"21-PUBLICATIONS";1
"1187";4;"07-ICE";"56-LOCAL ITEMS";1
"1188";4;"43-MEAL REPLACEMENTS";"44-TAKE AWAY FOOD PREPARED";1
"1189";4;"02-CONFECTIONERY";"20-GAS";1
"1190";4;"18-AUTOMOTIVE";"44-TAKE AWAY FOOD PREPARED";1
"1191";4;"06-FROZEN FOODS";"08-BREAD";1
"1192";4;"08-BREAD";"20-GAS";1
"1193";4;"21-PUBLICATIONS";"31-SERVICES";1
"1194";4;"07-ICE";"99-SYSTEM";1
"1195";4;"19-AUTOMOTIVE SERVICES";"22-GENERAL MERCHANDISE";1
"1196";4;"07-ICE";"08-BREAD";1
"1197";4;"06-FROZEN FOODS";"12-CIGARETTES/TOBACCO";1
"1198";4;"07-ICE";"11-ICE CREAM";1
"1199";4;"12-CIGARETTES/TOBACCO";"20-GAS";1
"1200";4;"26-COMMUNICATION";"56-LOCAL ITEMS";1
"1201";4;"12-CIGARETTES/TOBACCO";"19-AUTOMOTIVE SERVICES";1
"1202";5;"02-CONFECTIONERY";"29-HOT BEVERAGE";1
"1203";5;"22-GENERAL MERCHANDISE";"45-ALTERNATE BUSINESS – TAKEAWAY";1
"1204";5;"07-ICE";"08-BREAD";1
"1205";5;"08-BREAD";"14-HEALTH AND BEAUTY";1
"1206";5;"06-FROZEN FOODS";"12-CIGARETTES/TOBACCO";1
"1207";5;"07-ICE";"14-HEALTH AND BEAUTY";1
"1208";5;"12-CIGARETTES/TOBACCO";"20-GAS";1
"1209";5;"14-HEALTH AND BEAUTY";"18-AUTOMOTIVE";1
"1210";5;"07-ICE";"44-TAKE AWAY FOOD PREPARED";1
"1211";5;"21-PUBLICATIONS";"29-HOT BEVERAGE";1
"1212";5;"21-PUBLICATIONS";"26-COMMUNICATION";1
"1213";5;"43-MEAL REPLACEMENTS";"44-TAKE AWAY FOOD PREPARED";1
"1214";5;"05-CHILLED PERISHABLES";"06-FROZEN FOODS";1
"1215";5;"08-BREAD";"09-BAKERY";1
"1216";5;"11-ICE CREAM";"19-AUTOMOTIVE SERVICES";1
"1217";5;"02-CONFECTIONERY";"20-GAS";1
"1218";5;"06-FROZEN FOODS";"10-MILK";1
"1219";5;"05-CHILLED PERISHABLES";"07-ICE";1
"1220";5;"19-AUTOMOTIVE SERVICES";"99-SYSTEM";1
"1221";5;"02-CONFECTIONERY";"19-AUTOMOTIVE SERVICES";1
"1222";5;"13-GROCERY NON FOOD";"18-AUTOMOTIVE";1
"1223";5;"12-CIGARETTES/TOBACCO";"31-SERVICES";1
"1224";5;"20-GAS";"99-SYSTEM";1
"1225";5;"14-HEALTH AND BEAUTY";"43-MEAL REPLACEMENTS";1
"1226";5;"13-GROCERY NON FOOD";"44-TAKE AWAY FOOD PREPARED";1
"1227";5;"11-ICE CREAM";"45-ALTERNATE BUSINESS – TAKEAWAY";1
"1228";5;"12-CIGARETTES/TOBACCO";"29-HOT BEVERAGE";1
"1229";5;"13-GROCERY NON FOOD";"45-ALTERNATE BUSINESS – TAKEAWAY";1
"1230";5;"05-CHILLED PERISHABLES";"13-GROCERY NON FOOD";1
"1231";5;"20-GAS";"22-GENERAL MERCHANDISE";1
"1232";5;"20-GAS";"32-FOODSERVICE PREPARED ON-SITE";1
"1233";5;"01-GROCERY FOOD";"44-TAKE AWAY FOOD PREPARED";1
"1234";5;"07-ICE";"26-COMMUNICATION";1
"1235";5;"07-ICE";"22-GENERAL MERCHANDISE";1
"1236";5;"01-GROCERY FOOD";"22-GENERAL MERCHANDISE";1
"1237";5;"07-ICE";"20-GAS";1
"1238";5;"03-SNACKS";"29-HOT BEVERAGE";1
"1239";5;"05-CHILLED PERISHABLES";"18-AUTOMOTIVE";1
"1240";5;"21-PUBLICATIONS";"22-GENERAL MERCHANDISE";1
"1241";5;"20-GAS";"21-PUBLICATIONS";1
"1242";5;"04-BEVERAGES";"31-SERVICES";1
"1243";5;"51-AUSTRALIA POST";"99-SYSTEM";1
"1244";5;"26-COMMUNICATION";"45-ALTERNATE BUSINESS – TAKEAWAY";1
"1245";5;"56-LOCAL ITEMS";"99-SYSTEM";1
"1246";5;"18-AUTOMOTIVE";"43-MEAL REPLACEMENTS";1
"1247";5;"22-GENERAL MERCHANDISE";"26-COMMUNICATION";1
"1248";5;"05-CHILLED PERISHABLES";"22-GENERAL MERCHANDISE";1
"1249";3;"03-SNACKS";"19-AUTOMOTIVE SERVICES";1
"1250";3;"22-GENERAL MERCHANDISE";"99-SYSTEM";1
"1251";3;"09-BAKERY";"20-GAS";1
"1252";3;"09-BAKERY";"29-HOT BEVERAGE";1
"1253";3;"31-SERVICES";"32-FOODSERVICE PREPARED ON-SITE";1
"1254";3;"07-ICE";"14-HEALTH AND BEAUTY";1
"1255";3;"11-ICE CREAM";"51-AUSTRALIA POST";1
"1256";3;"32-FOODSERVICE PREPARED ON-SITE";"51-AUSTRALIA POST";1
"1257";3;"02-CONFECTIONERY";"49-LOTTERY/GAMING";1
"1258";3;"31-SERVICES";"56-LOCAL ITEMS";1
"1259";3;"21-PUBLICATIONS";"29-HOT BEVERAGE";1
"1260";3;"13-GROCERY NON FOOD";"19-AUTOMOTIVE SERVICES";1
"1261";3;"10-MILK";"49-LOTTERY/GAMING";1
"1262";3;"05-CHILLED PERISHABLES";"39-LIQUOR";1
"1263";3;"06-FROZEN FOODS";"39-LIQUOR";1
"1264";3;"22-GENERAL MERCHANDISE";"26-COMMUNICATION";1
"1265";3;"05-CHILLED PERISHABLES";"20-GAS";1
"1266";3;"51-AUSTRALIA POST";"56-LOCAL ITEMS";1
"1267";3;"13-GROCERY NON FOOD";"44-TAKE AWAY FOOD PREPARED";1
"1268";3;"06-FROZEN FOODS";"13-GROCERY NON FOOD";1
"1269";3;"09-BAKERY";"19-AUTOMOTIVE SERVICES";1
"1270";3;"20-GAS";"56-LOCAL ITEMS";1
"1271";3;"12-CIGARETTES/TOBACCO";"49-LOTTERY/GAMING";1
"1272";3;"08-BREAD";"39-LIQUOR";1
"1273";3;"03-SNACKS";"49-LOTTERY/GAMING";1
"1274";3;"14-HEALTH AND BEAUTY";"39-LIQUOR";1
"1275";3;"06-FROZEN FOODS";"18-AUTOMOTIVE";1
"1276";3;"20-GAS";"99-SYSTEM";1
"1277";3;"21-PUBLICATIONS";"31-SERVICES";1
"1278";3;"09-BAKERY";"31-SERVICES";1
"1279";3;"06-FROZEN FOODS";"32-FOODSERVICE PREPARED ON-SITE";1
"1280";3;"26-COMMUNICATION";"31-SERVICES";1
"1281";3;"03-SNACKS";"51-AUSTRALIA POST";1
"1282";3;"02-CONFECTIONERY";"20-GAS";1
"1283";3;"11-ICE CREAM";"19-AUTOMOTIVE SERVICES";1
"1284";3;"21-PUBLICATIONS";"44-TAKE AWAY FOOD PREPARED";1
"1285";3;"19-AUTOMOTIVE SERVICES";"21-PUBLICATIONS";1
"1286";2;"12-CIGARETTES/TOBACCO";"19-AUTOMOTIVE SERVICES";1
"1287";2;"32-FOODSERVICE PREPARED ON-SITE";"44-TAKE AWAY FOOD PREPARED";1
"1288";2;"05-CHILLED PERISHABLES";"20-GAS";1
"1289";2;"10-MILK";"51-AUSTRALIA POST";1
"1290";2;"31-SERVICES";"43-MEAL REPLACEMENTS";1
"1291";2;"06-FROZEN FOODS";"09-BAKERY";1
"1292";2;"01-GROCERY FOOD";"07-ICE";1
"1293";2;"06-FROZEN FOODS";"32-FOODSERVICE PREPARED ON-SITE";1
"1294";2;"26-COMMUNICATION";"99-SYSTEM";1
"1295";2;"22-GENERAL MERCHANDISE";"51-AUSTRALIA POST";1
"1296";2;"02-CONFECTIONERY";"51-AUSTRALIA POST";1
"1297";2;"03-SNACKS";"20-GAS";1
"1298";2;"07-ICE";"18-AUTOMOTIVE";1
"1299";2;"22-GENERAL MERCHANDISE";"44-TAKE AWAY FOOD PREPARED";1
"1300";2;"18-AUTOMOTIVE";"31-SERVICES";1
"1301";2;"12-CIGARETTES/TOBACCO";"29-HOT BEVERAGE";1
"1302";2;"31-SERVICES";"56-LOCAL ITEMS";1
"1303";2;"29-HOT BEVERAGE";"43-MEAL REPLACEMENTS";1
"1304";2;"01-GROCERY FOOD";"31-SERVICES";1
"1305";2;"13-GROCERY NON FOOD";"99-SYSTEM";1
"1306";2;"07-ICE";"13-GROCERY NON FOOD";1
"1307";2;"08-BREAD";"44-TAKE AWAY FOOD PREPARED";1
"1308";2;"06-FROZEN FOODS";"22-GENERAL MERCHANDISE";1
"1309";2;"11-ICE CREAM";"44-TAKE AWAY FOOD PREPARED";1
"1310";2;"14-HEALTH AND BEAUTY";"19-AUTOMOTIVE SERVICES";1
"1311";2;"02-CONFECTIONERY";"29-HOT BEVERAGE";1
"1312";2;"07-ICE";"56-LOCAL ITEMS";1
"1313";2;"21-PUBLICATIONS";"44-TAKE AWAY FOOD PREPARED";1
"1314";2;"03-SNACKS";"31-SERVICES";1
"1315";2;"05-CHILLED PERISHABLES";"29-HOT BEVERAGE";1
"1316";2;"07-ICE";"99-SYSTEM";1
"1317";2;"21-PUBLICATIONS";"31-SERVICES";1
"1318";1;"14-HEALTH AND BEAUTY";"31-SERVICES";1
"1319";1;"09-BAKERY";"31-SERVICES";1
"1320";1;"12-CIGARETTES/TOBACCO";"51-AUSTRALIA POST";1
"1321";1;"31-SERVICES";"43-MEAL REPLACEMENTS";1
"1322";1;"51-AUSTRALIA POST";"99-SYSTEM";1
"1323";1;"04-BEVERAGES";"44-TAKE AWAY FOOD PREPARED";1
"1324";1;"08-BREAD";"19-AUTOMOTIVE SERVICES";1
"1325";1;"32-FOODSERVICE PREPARED ON-SITE";"44-TAKE AWAY FOOD PREPARED";1
"1326";1;"13-GROCERY NON FOOD";"19-AUTOMOTIVE SERVICES";1
"1327";1;"13-GROCERY NON FOOD";"32-FOODSERVICE PREPARED ON-SITE";1
"1328";1;"19-AUTOMOTIVE SERVICES";"56-LOCAL ITEMS";1
"1329";1;"06-FROZEN FOODS";"21-PUBLICATIONS";1
"1330";1;"32-FOODSERVICE PREPARED ON-SITE";"99-SYSTEM";1
"1331";1;"03-SNACKS";"51-AUSTRALIA POST";1
"1332";1;"04-BEVERAGES";"29-HOT BEVERAGE";1
"1333";1;"01-GROCERY FOOD";"22-GENERAL MERCHANDISE";1
"1334";1;"07-ICE";"26-COMMUNICATION";1
"1335";1;"04-BEVERAGES";"20-GAS";1
"1336";1;"22-GENERAL MERCHANDISE";"51-AUSTRALIA POST";1
"1337";1;"08-BREAD";"32-FOODSERVICE PREPARED ON-SITE";1
"1338";1;"03-SNACKS";"20-GAS";1
"1339";1;"05-CHILLED PERISHABLES";"19-AUTOMOTIVE SERVICES";1
"1340";1;"20-GAS";"56-LOCAL ITEMS";1
"1341";1;"05-CHILLED PERISHABLES";"51-AUSTRALIA POST";1
"1342";1;"20-GAS";"22-GENERAL MERCHANDISE";1
"1343";1;"19-AUTOMOTIVE SERVICES";"26-COMMUNICATION";1
"1344";1;"02-CONFECTIONERY";"31-SERVICES";1
"1345";1;"06-FROZEN FOODS";"13-GROCERY NON FOOD";1
"1346";1;"06-FROZEN FOODS";"43-MEAL REPLACEMENTS";1
"1347";1;"32-FOODSERVICE PREPARED ON-SITE";"43-MEAL REPLACEMENTS";1
"1348";1;"14-HEALTH AND BEAUTY";"32-FOODSERVICE PREPARED ON-SITE";1
